Path,Mask Path,Species,LAB Color,color_label
flowers/astilbe/14547371587_97f4f8ea63_c.jpg,masks/astilbe_14547371587_97f4f8ea63_c.pt,astilbe,[     134.23      137.96      126.36],brown
flowers/astilbe/14548816391_57802aca8f_c.jpg,masks/astilbe_14548816391_57802aca8f_c.pt,astilbe,[     196.31       129.2      125.54],white
flowers/astilbe/14572337143_2ebb5d4e06_c.jpg,masks/astilbe_14572337143_2ebb5d4e06_c.pt,astilbe,[     188.17      143.32       122.5],pink
flowers/astilbe/14608094303_197c66bf37_c.jpg,masks/astilbe_14608094303_197c66bf37_c.pt,astilbe,[     77.481      165.61      147.59],maroon
flowers/astilbe/14618332759_73f7691caf_c.jpg,masks/astilbe_14618332759_73f7691caf_c.pt,astilbe,[     117.38       145.2      133.08],brown
flowers/astilbe/14631503627_32edc05410_c.jpg,masks/astilbe_14631503627_32edc05410_c.pt,astilbe,[     173.74      153.79      138.37],pink
flowers/astilbe/14666885663_4a650fd1a4_c.jpg,masks/astilbe_14666885663_4a650fd1a4_c.pt,astilbe,[     195.75       126.6      136.95],white
flowers/astilbe/14669905715_4c272a21aa_c.jpg,masks/astilbe_14669905715_4c272a21aa_c.pt,astilbe,[     127.63      178.07      126.23],purple
flowers/astilbe/14761455683_20b5861497_c.jpg,masks/astilbe_14761455683_20b5861497_c.pt,astilbe,[     141.45      141.05       142.8],brown
flowers/astilbe/14773591853_659332eae8_c.jpg,masks/astilbe_14773591853_659332eae8_c.pt,astilbe,[     89.382      163.33      119.46],maroon
flowers/astilbe/147871972_8dca8212bc_c.jpg,masks/astilbe_147871972_8dca8212bc_c.pt,astilbe,[     118.17      154.02      58.836],purple
flowers/astilbe/1479334241_e94a8ebab0_c.jpg,masks/astilbe_1479334241_e94a8ebab0_c.pt,astilbe,[     96.718      175.25      131.32],red
flowers/astilbe/14868137554_af26230c9d_c.jpg,masks/astilbe_14868137554_af26230c9d_c.pt,astilbe,[     23.738      141.88      125.42],maroon
flowers/astilbe/152090956_75d2a3d2fe_c.jpg,masks/astilbe_152090956_75d2a3d2fe_c.pt,astilbe,[      158.8      139.77      129.99],pink
flowers/astilbe/15349874996_d875615d13_c.jpg,masks/astilbe_15349874996_d875615d13_c.pt,astilbe,[     201.31      125.67      124.07],white
flowers/astilbe/15369727941_8047abb811_c.jpg,masks/astilbe_15369727941_8047abb811_c.pt,astilbe,[     58.803       130.6      135.58],maroon
flowers/astilbe/1620702667_fefaae42b1_c.jpg,masks/astilbe_1620702667_fefaae42b1_c.pt,astilbe,[     120.87      167.36      96.256],purple
flowers/astilbe/16413122622_44f60f14eb_c.jpg,masks/astilbe_16413122622_44f60f14eb_c.pt,astilbe,[     24.945      132.55         126],maroon
flowers/astilbe/16437319264_c5887d6b09_c.jpg,masks/astilbe_16437319264_c5887d6b09_c.pt,astilbe,[     79.514      165.32      105.58],maroon
flowers/astilbe/16744793647_81bdcb7e56_c.jpg,masks/astilbe_16744793647_81bdcb7e56_c.pt,astilbe,[     137.49      168.18      107.65],purple
flowers/astilbe/16921957655_9dbbd80ce4_c.jpg,masks/astilbe_16921957655_9dbbd80ce4_c.pt,astilbe,[     56.926      133.99      147.63],maroon
flowers/astilbe/171793390_08ac723af0_c.jpg,masks/astilbe_171793390_08ac723af0_c.pt,astilbe,[     34.683      134.78      132.06],maroon
flowers/astilbe/17260191186_53035e3baf_c.jpg,masks/astilbe_17260191186_53035e3baf_c.pt,astilbe,[     146.97       126.3      128.72],brown
flowers/astilbe/17286256775_c5285eda2b_c.jpg,masks/astilbe_17286256775_c5285eda2b_c.pt,astilbe,[     128.19      181.47      128.76],red
flowers/astilbe/173514478_a3f016b3e1_c.jpg,masks/astilbe_173514478_a3f016b3e1_c.pt,astilbe,[     145.03      172.56      103.44],purple
flowers/astilbe/176229137_1ee8d353e9_c.jpg,masks/astilbe_176229137_1ee8d353e9_c.pt,astilbe,[     69.559      164.34      132.57],maroon
flowers/astilbe/180886221_939d46ee31_c.jpg,masks/astilbe_180886221_939d46ee31_c.pt,astilbe,[     224.01      129.44      127.88],white
flowers/astilbe/18096405139_68898fd893_c.jpg,masks/astilbe_18096405139_68898fd893_c.pt,astilbe,[     192.68      130.09       131.9],pink
flowers/astilbe/181103488_eb8fb7246b_c.jpg,masks/astilbe_181103488_eb8fb7246b_c.pt,astilbe,[     135.57      136.67       131.6],brown
flowers/astilbe/18376271384_84f3fd3158_c.jpg,masks/astilbe_18376271384_84f3fd3158_c.pt,astilbe,[     131.13      136.28      127.36],brown
flowers/astilbe/18539948989_6c0df41c9d_c.jpg,masks/astilbe_18539948989_6c0df41c9d_c.pt,astilbe,[     209.94      130.96      130.16],white
flowers/astilbe/186521736_67115ced2a_c.jpg,masks/astilbe_186521736_67115ced2a_c.pt,astilbe,[     167.21      122.19      141.69],pink
flowers/astilbe/18708713711_b9e0138904_c.jpg,masks/astilbe_18708713711_b9e0138904_c.pt,astilbe,[      113.5      128.29      113.99],brown
flowers/astilbe/18756189334_7cee4deeea_c.jpg,masks/astilbe_18756189334_7cee4deeea_c.pt,astilbe,[     127.73      194.91      129.97],red
flowers/astilbe/18773423293_0ae94dc127_c.jpg,masks/astilbe_18773423293_0ae94dc127_c.pt,astilbe,[     146.03      173.67      135.39],red
flowers/astilbe/18786817059_7d3a04821b_c.jpg,masks/astilbe_18786817059_7d3a04821b_c.pt,astilbe,[      135.9      141.68      124.29],brown
flowers/astilbe/18836736090_17cc0f2f37_c.jpg,masks/astilbe_18836736090_17cc0f2f37_c.pt,astilbe,[     206.83      125.95      131.18],white
flowers/astilbe/188742113_97b7c0f189_c.jpg,masks/astilbe_188742113_97b7c0f189_c.pt,astilbe,[     67.138      153.64      134.67],maroon
flowers/astilbe/18931747274_13941bf5b8_c.jpg,masks/astilbe_18931747274_13941bf5b8_c.pt,astilbe,[     67.901      174.72      155.11],maroon
flowers/astilbe/18990523683_8c75955d48_c.jpg,masks/astilbe_18990523683_8c75955d48_c.pt,astilbe,[     170.54      190.71      94.621],purple
flowers/astilbe/18990525433_4274961624_c.jpg,masks/astilbe_18990525433_4274961624_c.pt,astilbe,[     187.75      138.58      131.29],pink
flowers/astilbe/18995971176_55fbdee347_c.jpg,masks/astilbe_18995971176_55fbdee347_c.pt,astilbe,[     55.349      168.79      143.91],maroon
flowers/astilbe/190672131_af0057cc03_c.jpg,masks/astilbe_190672131_af0057cc03_c.pt,astilbe,[     201.18       144.3      125.61],white
flowers/astilbe/19180129162_b70072ff61_c.jpg,masks/astilbe_19180129162_b70072ff61_c.pt,astilbe,[     146.28       134.5      134.02],brown
flowers/astilbe/19249253340_3ec5a85132_c.jpg,masks/astilbe_19249253340_3ec5a85132_c.pt,astilbe,[     159.76      159.21      141.42],pink
flowers/astilbe/19278206989_cff5694de0_c.jpg,masks/astilbe_19278206989_cff5694de0_c.pt,astilbe,[     46.566      159.39      106.68],maroon
flowers/astilbe/19424875719_6072f74e16_c.jpg,masks/astilbe_19424875719_6072f74e16_c.pt,astilbe,[     119.97       136.9      129.23],brown
flowers/astilbe/19424876529_084208f205_c.jpg,masks/astilbe_19424876529_084208f205_c.pt,astilbe,[     156.31      138.15       125.3],pink
flowers/astilbe/19585282296_3a2cd15b94_c.jpg,masks/astilbe_19585282296_3a2cd15b94_c.pt,astilbe,[     75.143      153.91       116.9],maroon
flowers/astilbe/19596829_059e0d9d5a_c.jpg,masks/astilbe_19596829_059e0d9d5a_c.pt,astilbe,[     182.22      127.69       127.9],pink
flowers/astilbe/19604496042_b00e264ae3_c.jpg,masks/astilbe_19604496042_b00e264ae3_c.pt,astilbe,[     178.86      139.98      127.88],pink
flowers/astilbe/19652293489_85a724d847_c.jpg,masks/astilbe_19652293489_85a724d847_c.pt,astilbe,[     221.61      135.29      126.51],white
flowers/astilbe/19704381156_0f3678b5db_c.jpg,masks/astilbe_19704381156_0f3678b5db_c.pt,astilbe,[     174.11      176.61      106.45],pink
flowers/astilbe/197843955_0be48a9eb2_c.jpg,masks/astilbe_197843955_0be48a9eb2_c.pt,astilbe,[     68.597      163.31      140.18],maroon
flowers/astilbe/19964587255_399f6e98d1_c.jpg,masks/astilbe_19964587255_399f6e98d1_c.pt,astilbe,[     221.07      130.59       119.4],white
flowers/astilbe/20110831951_bdbc014e18_c.jpg,masks/astilbe_20110831951_bdbc014e18_c.pt,astilbe,[     128.03      138.62      126.38],brown
flowers/astilbe/2038713607_3f17946341_c.jpg,masks/astilbe_2038713607_3f17946341_c.pt,astilbe,[     176.21      138.24      147.58],pink
flowers/astilbe/2051082362_f1174a3068_c.jpg,masks/astilbe_2051082362_f1174a3068_c.pt,astilbe,[     168.11      150.55      128.18],pink
flowers/astilbe/20578740260_12c0e3a9e0_c.jpg,masks/astilbe_20578740260_12c0e3a9e0_c.pt,astilbe,[     114.17      162.23      100.67],purple
flowers/astilbe/21090361301_95860bd711_c.jpg,masks/astilbe_21090361301_95860bd711_c.pt,astilbe,[     151.97      128.41      144.44],brown
flowers/astilbe/210983713_f4bb1020d9_c.jpg,masks/astilbe_210983713_f4bb1020d9_c.pt,astilbe,[     135.09      141.76      133.78],brown
flowers/astilbe/21189654503_a082444bee_c.jpg,masks/astilbe_21189654503_a082444bee_c.pt,astilbe,[     73.637      168.96      137.42],maroon
flowers/astilbe/213351172_f845728d7d_c.jpg,masks/astilbe_213351172_f845728d7d_c.pt,astilbe,[     145.56       162.4       125.9],brown
flowers/astilbe/220632204_7c0d9ac9cd_c.jpg,masks/astilbe_220632204_7c0d9ac9cd_c.pt,astilbe,[     228.82      140.35      120.82],white
flowers/astilbe/220641238_6b935d18ea_c.jpg,masks/astilbe_220641238_6b935d18ea_c.pt,astilbe,[     210.61      141.17      121.68],white
flowers/astilbe/220643085_a20db49012_c.jpg,masks/astilbe_220643085_a20db49012_c.pt,astilbe,[     199.83      124.71      143.85],white
flowers/astilbe/220652191_95fea3f83b_c.jpg,masks/astilbe_220652191_95fea3f83b_c.pt,astilbe,[     128.87      148.82      134.06],brown
flowers/astilbe/220674625_1f36cddf4f_c.jpg,masks/astilbe_220674625_1f36cddf4f_c.pt,astilbe,[      215.8      132.65      121.23],white
flowers/astilbe/22085360_5eb0196960_c.jpg,masks/astilbe_22085360_5eb0196960_c.pt,astilbe,[     107.89      178.02      139.58],red
flowers/astilbe/22085636_8161658335_c.jpg,masks/astilbe_22085636_8161658335_c.pt,astilbe,[     95.177      177.38      137.85],red
flowers/astilbe/22085861_543dc248fa_c.jpg,masks/astilbe_22085861_543dc248fa_c.pt,astilbe,[     101.35      166.61       130.6],brown
flowers/astilbe/221367370_ca87e3958e_c.jpg,masks/astilbe_221367370_ca87e3958e_c.pt,astilbe,[     110.04      158.28      105.51],purple
flowers/astilbe/221796702_17f661dd09_c.jpg,masks/astilbe_221796702_17f661dd09_c.pt,astilbe,[     149.59       167.9      107.12],purple
flowers/astilbe/221797375_da1d2bd5b8_c.jpg,masks/astilbe_221797375_da1d2bd5b8_c.pt,astilbe,[     101.61      167.83      114.59],purple
flowers/astilbe/2232694345_70f3b6c0de_c.jpg,masks/astilbe_2232694345_70f3b6c0de_c.pt,astilbe,[     94.146      175.03      139.55],red
flowers/astilbe/22342397332_b33a9619c5_c.jpg,masks/astilbe_22342397332_b33a9619c5_c.pt,astilbe,[     112.81      174.02      109.73],purple
flowers/astilbe/2236225240_1875d958cc_c.jpg,masks/astilbe_2236225240_1875d958cc_c.pt,astilbe,[     214.75      122.19      158.35],white
flowers/astilbe/23017158310_a05f5075ff_c.jpg,masks/astilbe_23017158310_a05f5075ff_c.pt,astilbe,[     206.27      144.36      134.78],white
flowers/astilbe/2335374173_c9af130ef2_c.jpg,masks/astilbe_2335374173_c9af130ef2_c.pt,astilbe,[     57.103      165.77      142.63],maroon
flowers/astilbe/2357453625_d19d74a238_c.jpg,masks/astilbe_2357453625_d19d74a238_c.pt,astilbe,[     134.28      134.53      129.77],brown
flowers/astilbe/2358268346_85339b5702_c.jpg,masks/astilbe_2358268346_85339b5702_c.pt,astilbe,[     131.74       166.5      171.34],red
flowers/astilbe/24300989935_6c8fb87199_c.jpg,masks/astilbe_24300989935_6c8fb87199_c.pt,astilbe,[     35.537      140.59      136.87],maroon
flowers/astilbe/2486988515_a983cd081b_c.jpg,masks/astilbe_2486988515_a983cd081b_c.pt,astilbe,[      164.6      173.17      106.19],pink
flowers/astilbe/24885153_2e7f8fc002_c.jpg,masks/astilbe_24885153_2e7f8fc002_c.pt,astilbe,[     158.31       156.7      107.77],pink
flowers/astilbe/24885189_6bb9bac038_c.jpg,masks/astilbe_24885189_6bb9bac038_c.pt,astilbe,[     207.74       126.1      129.31],white
flowers/astilbe/24885587_7707cedf58_c.jpg,masks/astilbe_24885587_7707cedf58_c.pt,astilbe,[     234.24      123.24       130.8],white
flowers/astilbe/2495084750_544cd7055c_c.jpg,masks/astilbe_2495084750_544cd7055c_c.pt,astilbe,[     73.502      128.82      131.81],maroon
flowers/astilbe/25039434_8efcf5f0e0_c.jpg,masks/astilbe_25039434_8efcf5f0e0_c.pt,astilbe,[     169.21      153.51      132.33],pink
flowers/astilbe/2535990793_1d6f3957cf_c.jpg,masks/astilbe_2535990793_1d6f3957cf_c.pt,astilbe,[     232.69      128.42      130.72],white
flowers/astilbe/2544465773_1720f832f0_c.jpg,masks/astilbe_2544465773_1720f832f0_c.pt,astilbe,[     211.88      126.64      147.62],white
flowers/astilbe/2545292324_fce98de08b_c.jpg,masks/astilbe_2545292324_fce98de08b_c.pt,astilbe,[      69.67      138.41      150.07],maroon
flowers/astilbe/2555157112_90f87efa7f_c.jpg,masks/astilbe_2555157112_90f87efa7f_c.pt,astilbe,[     93.889      147.28      124.64],maroon
flowers/astilbe/2561354959_604b4fa5aa_c.jpg,masks/astilbe_2561354959_604b4fa5aa_c.pt,astilbe,[     121.59      126.48      125.19],brown
flowers/astilbe/25682620_a42997a353_c.jpg,masks/astilbe_25682620_a42997a353_c.pt,astilbe,[     128.38      155.96      122.23],brown
flowers/astilbe/2571507366_ec237f1bb0_c.jpg,masks/astilbe_2571507366_ec237f1bb0_c.pt,astilbe,[     138.51      124.05      140.58],brown
flowers/astilbe/2573706334_b0a6c5583c_c.jpg,masks/astilbe_2573706334_b0a6c5583c_c.pt,astilbe,[     67.971      138.37      118.57],maroon
flowers/astilbe/2585663845_c17c889c5b_c.jpg,masks/astilbe_2585663845_c17c889c5b_c.pt,astilbe,[     209.53      122.95      141.66],white
flowers/astilbe/2604706964_bf103bfdba_c.jpg,masks/astilbe_2604706964_bf103bfdba_c.pt,astilbe,[     130.38      184.32      150.39],red
flowers/astilbe/2604972623_36196c056c_c.jpg,masks/astilbe_2604972623_36196c056c_c.pt,astilbe,[     125.58      188.82      89.471],purple
flowers/astilbe/2611632710_f2d631549a_c.jpg,masks/astilbe_2611632710_f2d631549a_c.pt,astilbe,[     224.69      134.28      138.78],white
flowers/astilbe/2611782654_758780596b_c.jpg,masks/astilbe_2611782654_758780596b_c.pt,astilbe,[     127.07      159.38      146.95],brown
flowers/astilbe/2618035128_73b02e8f72_c.jpg,masks/astilbe_2618035128_73b02e8f72_c.pt,astilbe,[     172.76      117.55      110.09],pink
flowers/astilbe/2621550763_51327242c3_c.jpg,masks/astilbe_2621550763_51327242c3_c.pt,astilbe,[     241.46      128.57      134.32],white
flowers/astilbe/2626125728_5684b334d5_c.jpg,masks/astilbe_2626125728_5684b334d5_c.pt,astilbe,[     104.36      182.94      107.54],purple
flowers/astilbe/2626134836_a09a3a0f19_c.jpg,masks/astilbe_2626134836_a09a3a0f19_c.pt,astilbe,[     234.63      125.18      135.66],white
flowers/astilbe/26292510322_42659124e6_c.jpg,masks/astilbe_26292510322_42659124e6_c.pt,astilbe,[     93.661      157.37      124.24],maroon
flowers/astilbe/26294417885_9f48ab88b9_c.jpg,masks/astilbe_26294417885_9f48ab88b9_c.pt,astilbe,[     60.272      140.52      147.32],maroon
flowers/astilbe/2632970630_1e70b8bd57_c.jpg,masks/astilbe_2632970630_1e70b8bd57_c.pt,astilbe,[     158.04      146.96      137.05],pink
flowers/astilbe/2634713815_cd2769ac14_c.jpg,masks/astilbe_2634713815_cd2769ac14_c.pt,astilbe,[     218.09      137.87      127.05],white
flowers/astilbe/2636562053_323bb0fbe2_c.jpg,masks/astilbe_2636562053_323bb0fbe2_c.pt,astilbe,[     91.728      166.09      144.05],maroon
flowers/astilbe/2636665681_0cbc7f724e_c.jpg,masks/astilbe_2636665681_0cbc7f724e_c.pt,astilbe,[     178.49      152.82      129.41],pink
flowers/astilbe/2637453089_b6cfe9e54f_c.jpg,masks/astilbe_2637453089_b6cfe9e54f_c.pt,astilbe,[     102.79      191.62      160.82],red
flowers/astilbe/2639659366_5f97692552_c.jpg,masks/astilbe_2639659366_5f97692552_c.pt,astilbe,[     113.29      193.06      147.15],red
flowers/astilbe/2641773689_4e809d3a67_c.jpg,masks/astilbe_2641773689_4e809d3a67_c.pt,astilbe,[     126.68      148.41      133.45],brown
flowers/astilbe/2643641566_44ab0d6e69_c.jpg,masks/astilbe_2643641566_44ab0d6e69_c.pt,astilbe,[     152.39      128.05       131.6],pink
flowers/astilbe/2652780095_4673bc50d9_c.jpg,masks/astilbe_2652780095_4673bc50d9_c.pt,astilbe,[     144.96      156.93      107.96],purple
flowers/astilbe/2653167851_db89709b5c_c.jpg,masks/astilbe_2653167851_db89709b5c_c.pt,astilbe,[     70.594      172.22      152.68],maroon
flowers/astilbe/2653603116_d4f8c01d2d_c.jpg,masks/astilbe_2653603116_d4f8c01d2d_c.pt,astilbe,[     206.15      129.78      129.69],white
flowers/astilbe/2653603308_1cd88fbc5a_c.jpg,masks/astilbe_2653603308_1cd88fbc5a_c.pt,astilbe,[     203.93      126.91      134.75],white
flowers/astilbe/2654322076_2a3672510c_c.jpg,masks/astilbe_2654322076_2a3672510c_c.pt,astilbe,[     222.75      128.05      130.21],white
flowers/astilbe/2657414799_e677965acb_c.jpg,masks/astilbe_2657414799_e677965acb_c.pt,astilbe,[     47.003      160.65      117.05],maroon
flowers/astilbe/2658089953_6b3fb4d603_c.jpg,masks/astilbe_2658089953_6b3fb4d603_c.pt,astilbe,[     207.67      133.37      144.06],white
flowers/astilbe/2660846924_0e525c2280_c.jpg,masks/astilbe_2660846924_0e525c2280_c.pt,astilbe,[     22.121      150.74      139.63],maroon
flowers/astilbe/2660849768_860873991e_c.jpg,masks/astilbe_2660849768_860873991e_c.pt,astilbe,[     66.392      173.15       159.5],maroon
flowers/astilbe/2674376840_bef24f6770_c.jpg,masks/astilbe_2674376840_bef24f6770_c.pt,astilbe,[     82.634      163.31      115.65],maroon
flowers/astilbe/26752574363_67ec9c9b18_c.jpg,masks/astilbe_26752574363_67ec9c9b18_c.pt,astilbe,[      116.1      139.71      129.62],brown
flowers/astilbe/2694005956_ee9c35f930_c.jpg,masks/astilbe_2694005956_ee9c35f930_c.pt,astilbe,[     145.77      172.65      151.87],red
flowers/astilbe/2694471212_c996ef6beb_c.jpg,masks/astilbe_2694471212_c996ef6beb_c.pt,astilbe,[     178.41      158.36      109.65],pink
flowers/astilbe/2698315113_16708d6a5b_c.jpg,masks/astilbe_2698315113_16708d6a5b_c.pt,astilbe,[     116.54      169.94      131.74],brown
flowers/astilbe/2702350884_5550de9287_c.jpg,masks/astilbe_2702350884_5550de9287_c.pt,astilbe,[     145.61      186.56      94.327],purple
flowers/astilbe/2702361902_9f0e53d501_c.jpg,masks/astilbe_2702361902_9f0e53d501_c.pt,astilbe,[     142.79      186.98      94.687],purple
flowers/astilbe/2705952453_29fe56d443_c.jpg,masks/astilbe_2705952453_29fe56d443_c.pt,astilbe,[     62.789      150.95      140.25],maroon
flowers/astilbe/2705953689_c104782bf3_c.jpg,masks/astilbe_2705953689_c104782bf3_c.pt,astilbe,[     107.65       154.6      136.74],brown
flowers/astilbe/2706760440_da50e42ac8_c.jpg,masks/astilbe_2706760440_da50e42ac8_c.pt,astilbe,[     44.649      145.84      139.19],maroon
flowers/astilbe/2706772944_438591fb72_c.jpg,masks/astilbe_2706772944_438591fb72_c.pt,astilbe,[     115.89      154.05      135.93],brown
flowers/astilbe/2706781078_f7669c3684_c.jpg,masks/astilbe_2706781078_f7669c3684_c.pt,astilbe,[     117.09         153      137.66],brown
