Path,Mask Path,Species,LAB Color
flowers/astilbe/14365630848_14fe8a2676_c.jpg,masks/astilbe_14206032168_673f1ccf80_c.pt,astilbe,[     218.53      124.33      130.58]
flowers/astilbe/14373194229_0aa435a43f_c.jpg,masks/astilbe_14342572710_c96900a75b_c.pt,astilbe,[     123.34      161.71      108.06]
flowers/astilbe/14375957730_87938d973c_c.jpg,masks/astilbe_14342606979_0dae7fa598_c.pt,astilbe,[     122.99      160.53      137.56]
flowers/astilbe/143797170_05482613ac_c.jpg,masks/astilbe_14342611079_9034be04fd_c.pt,astilbe,[     182.38      129.85      129.32]
flowers/astilbe/14391599934_1c14b12361_c.jpg,masks/astilbe_14342758267_5f39de515e_c.pt,astilbe,[     186.79      125.54      130.19]
flowers/astilbe/14399713267_84b94622ed_c.jpg,masks/astilbe_14342765107_ee1c6211e4_c.pt,astilbe,[     80.906       156.6      125.83]
flowers/astilbe/14401005141_658fe992f7_c.jpg,masks/astilbe_14365630848_14fe8a2676_c.pt,astilbe,[     185.66      149.85       122.2]
flowers/astilbe/14413059366_7e8f031b74_c.jpg,masks/astilbe_14373194229_0aa435a43f_c.pt,astilbe,[     240.84      125.25      133.07]
flowers/astilbe/14422452866_6c65b0ffff_c.jpg,masks/astilbe_14375957730_87938d973c_c.pt,astilbe,[     123.67      173.93      117.51]
flowers/astilbe/14422453816_3936e59f6f_c.jpg,masks/astilbe_143797170_05482613ac_c.pt,astilbe,[      115.3      141.54      132.17]
flowers/astilbe/14427086722_23db06eeb2_c.jpg,masks/astilbe_14391599934_1c14b12361_c.pt,astilbe,[     233.73      126.94      131.51]
flowers/astilbe/14429880291_a01b947f15_c.jpg,masks/astilbe_14399713267_84b94622ed_c.pt,astilbe,[     199.88      156.13      117.96]
flowers/astilbe/14434033769_c575e8bee7_c.jpg,masks/astilbe_14401005141_658fe992f7_c.pt,astilbe,[     118.17       171.1      116.43]
flowers/astilbe/14439714103_d28e557603_c.jpg,masks/astilbe_14413059366_7e8f031b74_c.pt,astilbe,[     150.19      128.26      137.59]
flowers/astilbe/14442232811_ca13ba6c37_c.jpg,masks/astilbe_14422452866_6c65b0ffff_c.pt,astilbe,[     92.618      140.27      131.39]
flowers/astilbe/14444225312_7e62ac2288_c.jpg,masks/astilbe_14422453816_3936e59f6f_c.pt,astilbe,[     108.81      154.33      137.35]
flowers/astilbe/14445581025_4cd8deae96_c.jpg,masks/astilbe_14427086722_23db06eeb2_c.pt,astilbe,[     108.55      167.86       110.4]
flowers/astilbe/14478886609_53b374bbd4_c.jpg,masks/astilbe_14429880291_a01b947f15_c.pt,astilbe,[     162.42      142.49      104.53]
flowers/astilbe/14506113506_d38480006b_c.jpg,masks/astilbe_14439714103_d28e557603_c.pt,astilbe,[     215.83      128.93      125.26]
flowers/astilbe/14513116883_2e99ec5feb_c.jpg,masks/astilbe_14442232811_ca13ba6c37_c.pt,astilbe,[     115.15      126.59      154.02]
flowers/astilbe/14515088939_63c21228b0_c.jpg,masks/astilbe_14444225312_7e62ac2288_c.pt,astilbe,[     133.78      170.31       139.6]
flowers/astilbe/14525825511_9540550d85_c.jpg,masks/astilbe_14445581025_4cd8deae96_c.pt,astilbe,[     106.42      138.46      133.22]
flowers/astilbe/14529200855_da4f82715e_c.jpg,masks/astilbe_14478886609_53b374bbd4_c.pt,astilbe,[     84.127      176.26       136.3]
flowers/astilbe/14529208575_73de85ab29_c.jpg,masks/astilbe_14495221492_56a9c0d932_c.pt,astilbe,[     189.58      126.74      129.63]
flowers/astilbe/14529210095_83be78a2cf_c.jpg,masks/astilbe_14506113506_d38480006b_c.pt,astilbe,[     194.23      143.12      121.38]
flowers/astilbe/14534186052_f4d31bdf01_c.jpg,masks/astilbe_14513116883_2e99ec5feb_c.pt,astilbe,[     153.14      163.75      113.12]
flowers/astilbe/14547371587_97f4f8ea63_c.jpg,masks/astilbe_14515088939_63c21228b0_c.pt,astilbe,[     134.23      137.96      126.36]
flowers/astilbe/14548816391_57802aca8f_c.jpg,masks/astilbe_14525825511_9540550d85_c.pt,astilbe,[     196.31       129.2      125.54]
flowers/astilbe/14572337143_2ebb5d4e06_c.jpg,masks/astilbe_14529200855_da4f82715e_c.pt,astilbe,[     188.17      143.32       122.5]
flowers/astilbe/14608094303_197c66bf37_c.jpg,masks/astilbe_14529208575_73de85ab29_c.pt,astilbe,[     77.481      165.61      147.59]
flowers/astilbe/14618332759_73f7691caf_c.jpg,masks/astilbe_14529210095_83be78a2cf_c.pt,astilbe,[     117.38       145.2      133.08]
flowers/astilbe/14631503627_32edc05410_c.jpg,masks/astilbe_14534186052_f4d31bdf01_c.pt,astilbe,[     173.74      153.79      138.37]
flowers/astilbe/14666885663_4a650fd1a4_c.jpg,masks/astilbe_14547371587_97f4f8ea63_c.pt,astilbe,[     195.75       126.6      136.95]
flowers/astilbe/14669905715_4c272a21aa_c.jpg,masks/astilbe_14548816391_57802aca8f_c.pt,astilbe,[     127.63      178.07      126.23]
flowers/astilbe/14761455683_20b5861497_c.jpg,masks/astilbe_14572337143_2ebb5d4e06_c.pt,astilbe,[     141.45      141.05       142.8]
flowers/astilbe/14773591853_659332eae8_c.jpg,masks/astilbe_14608094303_197c66bf37_c.pt,astilbe,[     89.382      163.33      119.46]
flowers/astilbe/147871972_8dca8212bc_c.jpg,masks/astilbe_14618332759_73f7691caf_c.pt,astilbe,[     118.17      154.02      58.836]
flowers/astilbe/1479334241_e94a8ebab0_c.jpg,masks/astilbe_14631503627_32edc05410_c.pt,astilbe,[     96.718      175.25      131.32]
flowers/astilbe/14868137554_af26230c9d_c.jpg,masks/astilbe_14666885663_4a650fd1a4_c.pt,astilbe,[     23.738      141.88      125.42]
flowers/astilbe/152090956_75d2a3d2fe_c.jpg,masks/astilbe_14761455683_20b5861497_c.pt,astilbe,[      158.8      139.77      129.99]
flowers/astilbe/15349874996_d875615d13_c.jpg,masks/astilbe_14773591853_659332eae8_c.pt,astilbe,[     201.31      125.67      124.07]
flowers/astilbe/15369727941_8047abb811_c.jpg,masks/astilbe_147871972_8dca8212bc_c.pt,astilbe,[     58.803       130.6      135.58]
flowers/astilbe/1620702667_fefaae42b1_c.jpg,masks/astilbe_14868137554_af26230c9d_c.pt,astilbe,[     120.87      167.36      96.256]
flowers/astilbe/16413122622_44f60f14eb_c.jpg,masks/astilbe_150953577_a1a1281336_c.pt,astilbe,[     24.945      132.55         126]
flowers/astilbe/16437319264_c5887d6b09_c.jpg,masks/astilbe_152090956_75d2a3d2fe_c.pt,astilbe,[     79.514      165.32      105.58]
flowers/astilbe/16744793647_81bdcb7e56_c.jpg,masks/astilbe_15349874996_d875615d13_c.pt,astilbe,[     137.49      168.18      107.65]
flowers/astilbe/16921957655_9dbbd80ce4_c.jpg,masks/astilbe_15369727941_8047abb811_c.pt,astilbe,[     56.926      133.99      147.63]
flowers/astilbe/171793390_08ac723af0_c.jpg,masks/astilbe_156167434_8d419ffc03_c.pt,astilbe,[     34.683      134.78      132.06]
flowers/astilbe/17260191186_53035e3baf_c.jpg,masks/astilbe_1620702667_fefaae42b1_c.pt,astilbe,[     146.97       126.3      128.72]
flowers/astilbe/17286256775_c5285eda2b_c.jpg,masks/astilbe_16413122622_44f60f14eb_c.pt,astilbe,[     128.19      181.47      128.76]
flowers/astilbe/173514478_a3f016b3e1_c.jpg,masks/astilbe_16437319264_c5887d6b09_c.pt,astilbe,[     145.03      172.56      103.44]
flowers/astilbe/176229137_1ee8d353e9_c.jpg,masks/astilbe_16744793647_81bdcb7e56_c.pt,astilbe,[     69.559      164.34      132.57]
flowers/astilbe/180886221_939d46ee31_c.jpg,masks/astilbe_16921957655_9dbbd80ce4_c.pt,astilbe,[     224.01      129.44      127.88]
flowers/astilbe/18096405139_68898fd893_c.jpg,masks/astilbe_171793390_08ac723af0_c.pt,astilbe,[     192.68      130.09       131.9]
flowers/astilbe/181103488_eb8fb7246b_c.jpg,masks/astilbe_17260191186_53035e3baf_c.pt,astilbe,[     135.57      136.67       131.6]
flowers/astilbe/18376271384_84f3fd3158_c.jpg,masks/astilbe_17286256775_c5285eda2b_c.pt,astilbe,[     131.13      136.28      127.36]
flowers/astilbe/18539948989_6c0df41c9d_c.jpg,masks/astilbe_173514478_a3f016b3e1_c.pt,astilbe,[     209.94      130.96      130.16]
flowers/astilbe/186521736_67115ced2a_c.jpg,masks/astilbe_176229137_1ee8d353e9_c.pt,astilbe,[     167.21      122.19      141.69]
flowers/astilbe/18708713711_b9e0138904_c.jpg,masks/astilbe_180886221_939d46ee31_c.pt,astilbe,[      113.5      128.29      113.99]
flowers/astilbe/18756189334_7cee4deeea_c.jpg,masks/astilbe_18096405139_68898fd893_c.pt,astilbe,[     127.73      194.91      129.97]
flowers/astilbe/18773423293_0ae94dc127_c.jpg,masks/astilbe_181103488_eb8fb7246b_c.pt,astilbe,[     146.03      173.67      135.39]
flowers/astilbe/18786817059_7d3a04821b_c.jpg,masks/astilbe_18376271384_84f3fd3158_c.pt,astilbe,[      135.9      141.68      124.29]
flowers/astilbe/18836736090_17cc0f2f37_c.jpg,masks/astilbe_18539948989_6c0df41c9d_c.pt,astilbe,[     206.83      125.95      131.18]
flowers/astilbe/188742113_97b7c0f189_c.jpg,masks/astilbe_186521736_67115ced2a_c.pt,astilbe,[     67.138      153.64      134.67]
flowers/astilbe/18931747274_13941bf5b8_c.jpg,masks/astilbe_18708713711_b9e0138904_c.pt,astilbe,[     67.901      174.72      155.11]
flowers/astilbe/18990523683_8c75955d48_c.jpg,masks/astilbe_18756189334_7cee4deeea_c.pt,astilbe,[     170.54      190.71      94.621]
flowers/astilbe/18990525433_4274961624_c.jpg,masks/astilbe_18773423293_0ae94dc127_c.pt,astilbe,[     187.75      138.58      131.29]
flowers/astilbe/18995971176_55fbdee347_c.jpg,masks/astilbe_18786817059_7d3a04821b_c.pt,astilbe,[     55.349      168.79      143.91]
flowers/astilbe/190672131_af0057cc03_c.jpg,masks/astilbe_18836736090_17cc0f2f37_c.pt,astilbe,[     201.18       144.3      125.61]
flowers/astilbe/19180129162_b70072ff61_c.jpg,masks/astilbe_188742113_97b7c0f189_c.pt,astilbe,[     146.28       134.5      134.02]
flowers/astilbe/19249253340_3ec5a85132_c.jpg,masks/astilbe_18931747274_13941bf5b8_c.pt,astilbe,[     159.76      159.21      141.42]
flowers/astilbe/19278206989_cff5694de0_c.jpg,masks/astilbe_18990523683_8c75955d48_c.pt,astilbe,[     46.566      159.39      106.68]
flowers/astilbe/19424875719_6072f74e16_c.jpg,masks/astilbe_18990525433_4274961624_c.pt,astilbe,[     119.97       136.9      129.23]
flowers/astilbe/19424876529_084208f205_c.jpg,masks/astilbe_18995971176_55fbdee347_c.pt,astilbe,[     156.31      138.15       125.3]
flowers/astilbe/19585282296_3a2cd15b94_c.jpg,masks/astilbe_190672131_af0057cc03_c.pt,astilbe,[     75.143      153.91       116.9]
flowers/astilbe/19596829_059e0d9d5a_c.jpg,masks/astilbe_19180129162_b70072ff61_c.pt,astilbe,[     182.22      127.69       127.9]
flowers/astilbe/19604496042_b00e264ae3_c.jpg,masks/astilbe_19249253340_3ec5a85132_c.pt,astilbe,[     178.86      139.98      127.88]
flowers/astilbe/19652293489_85a724d847_c.jpg,masks/astilbe_19278206989_cff5694de0_c.pt,astilbe,[     221.61      135.29      126.51]
flowers/astilbe/19704381156_0f3678b5db_c.jpg,masks/astilbe_19424875719_6072f74e16_c.pt,astilbe,[     174.11      176.61      106.45]
flowers/astilbe/197843955_0be48a9eb2_c.jpg,masks/astilbe_19424876529_084208f205_c.pt,astilbe,[     68.597      163.31      140.18]
flowers/astilbe/19964587255_399f6e98d1_c.jpg,masks/astilbe_19596829_059e0d9d5a_c.pt,astilbe,[     221.07      130.59       119.4]
flowers/astilbe/20110831951_bdbc014e18_c.jpg,masks/astilbe_19604496042_b00e264ae3_c.pt,astilbe,[     128.03      138.62      126.38]
flowers/astilbe/2038713607_3f17946341_c.jpg,masks/astilbe_197843955_0be48a9eb2_c.pt,astilbe,[     176.21      138.24      147.58]
flowers/astilbe/2051082362_f1174a3068_c.jpg,masks/astilbe_19811535_82ec45117e_c.pt,astilbe,[     168.11      150.55      128.18]
flowers/astilbe/20578740260_12c0e3a9e0_c.jpg,masks/astilbe_19964587255_399f6e98d1_c.pt,astilbe,[     114.17      162.23      100.67]
flowers/astilbe/21090361301_95860bd711_c.jpg,masks/astilbe_20164440_97ec1fd3d6_c.pt,astilbe,[     151.97      128.41      144.44]
flowers/astilbe/210983713_f4bb1020d9_c.jpg,masks/astilbe_20164473_a9a6ca035e_c.pt,astilbe,[     135.09      141.76      133.78]
flowers/astilbe/21189654503_a082444bee_c.jpg,masks/astilbe_2038713607_3f17946341_c.pt,astilbe,[     73.637      168.96      137.42]
flowers/astilbe/213351172_f845728d7d_c.jpg,masks/astilbe_2051082362_f1174a3068_c.pt,astilbe,[     145.56       162.4       125.9]
flowers/astilbe/220632204_7c0d9ac9cd_c.jpg,masks/astilbe_20578740260_12c0e3a9e0_c.pt,astilbe,[     228.82      140.35      120.82]
flowers/astilbe/220641238_6b935d18ea_c.jpg,masks/astilbe_20972594356_16b8c4c11c_c.pt,astilbe,[     210.61      141.17      121.68]
flowers/astilbe/220643085_a20db49012_c.jpg,masks/astilbe_21090361301_95860bd711_c.pt,astilbe,[     199.83      124.71      143.85]
flowers/astilbe/220652191_95fea3f83b_c.jpg,masks/astilbe_210983713_f4bb1020d9_c.pt,astilbe,[     128.87      148.82      134.06]
flowers/astilbe/220674625_1f36cddf4f_c.jpg,masks/astilbe_21189654503_a082444bee_c.pt,astilbe,[      215.8      132.65      121.23]
flowers/astilbe/22085360_5eb0196960_c.jpg,masks/astilbe_213351172_f845728d7d_c.pt,astilbe,[     107.89      178.02      139.58]
flowers/astilbe/22085636_8161658335_c.jpg,masks/astilbe_220632204_7c0d9ac9cd_c.pt,astilbe,[     95.177      177.38      137.85]
flowers/astilbe/22085861_543dc248fa_c.jpg,masks/astilbe_220641238_6b935d18ea_c.pt,astilbe,[     101.35      166.61       130.6]
flowers/astilbe/221367370_ca87e3958e_c.jpg,masks/astilbe_220652191_95fea3f83b_c.pt,astilbe,[     110.04      158.28      105.51]
flowers/astilbe/221796702_17f661dd09_c.jpg,masks/astilbe_220674625_1f36cddf4f_c.pt,astilbe,[     149.59       167.9      107.12]
flowers/astilbe/221797375_da1d2bd5b8_c.jpg,masks/astilbe_22085360_5eb0196960_c.pt,astilbe,[     101.61      167.83      114.59]
flowers/astilbe/2232694345_70f3b6c0de_c.jpg,masks/astilbe_22085636_8161658335_c.pt,astilbe,[     94.146      175.03      139.55]
flowers/astilbe/22342397332_b33a9619c5_c.jpg,masks/astilbe_22085861_543dc248fa_c.pt,astilbe,[     112.81      174.02      109.73]
flowers/astilbe/2236225240_1875d958cc_c.jpg,masks/astilbe_221278257_eb5e05030b_c.pt,astilbe,[     214.75      122.19      158.35]
flowers/astilbe/23017158310_a05f5075ff_c.jpg,masks/astilbe_221367370_ca87e3958e_c.pt,astilbe,[     206.27      144.36      134.78]
flowers/astilbe/2335374173_c9af130ef2_c.jpg,masks/astilbe_221796702_17f661dd09_c.pt,astilbe,[     57.103      165.77      142.63]
flowers/astilbe/2357453625_d19d74a238_c.jpg,masks/astilbe_221797375_da1d2bd5b8_c.pt,astilbe,[     134.28      134.53      129.77]
flowers/astilbe/2358268346_85339b5702_c.jpg,masks/astilbe_2232694345_70f3b6c0de_c.pt,astilbe,[     131.74       166.5      171.34]
flowers/astilbe/24300989935_6c8fb87199_c.jpg,masks/astilbe_22342397332_b33a9619c5_c.pt,astilbe,[     35.537      140.59      136.87]
flowers/astilbe/2486988515_a983cd081b_c.jpg,masks/astilbe_2236225240_1875d958cc_c.pt,astilbe,[      164.6      173.17      106.19]
flowers/astilbe/24885153_2e7f8fc002_c.jpg,masks/astilbe_23017158310_a05f5075ff_c.pt,astilbe,[     158.31       156.7      107.77]
flowers/astilbe/24885189_6bb9bac038_c.jpg,masks/astilbe_2335374173_c9af130ef2_c.pt,astilbe,[     207.74       126.1      129.31]
flowers/astilbe/24885587_7707cedf58_c.jpg,masks/astilbe_2357453625_d19d74a238_c.pt,astilbe,[     234.24      123.24       130.8]
flowers/astilbe/2495084750_544cd7055c_c.jpg,masks/astilbe_24300989935_6c8fb87199_c.pt,astilbe,[     73.502      128.82      131.81]
flowers/astilbe/25039434_8efcf5f0e0_c.jpg,masks/astilbe_2486988515_a983cd081b_c.pt,astilbe,[     169.21      153.51      132.33]
flowers/astilbe/2535990793_1d6f3957cf_c.jpg,masks/astilbe_24885153_2e7f8fc002_c.pt,astilbe,[     232.69      128.42      130.72]
flowers/astilbe/2544465773_1720f832f0_c.jpg,masks/astilbe_24885189_6bb9bac038_c.pt,astilbe,[     211.88      126.64      147.62]
flowers/astilbe/2545292324_fce98de08b_c.jpg,masks/astilbe_24885587_7707cedf58_c.pt,astilbe,[      69.67      138.41      150.07]
flowers/astilbe/2555157112_90f87efa7f_c.jpg,masks/astilbe_2495084070_e7903a7a79_c.pt,astilbe,[     93.889      147.28      124.64]
flowers/astilbe/2561354959_604b4fa5aa_c.jpg,masks/astilbe_2495084750_544cd7055c_c.pt,astilbe,[     121.59      126.48      125.19]
flowers/astilbe/25682620_a42997a353_c.jpg,masks/astilbe_25039434_8efcf5f0e0_c.pt,astilbe,[     128.38      155.96      122.23]
flowers/astilbe/2571507366_ec237f1bb0_c.jpg,masks/astilbe_2535990793_1d6f3957cf_c.pt,astilbe,[     138.51      124.05      140.58]
flowers/astilbe/2573706334_b0a6c5583c_c.jpg,masks/astilbe_2544465773_1720f832f0_c.pt,astilbe,[     67.971      138.37      118.57]
flowers/astilbe/2585663845_c17c889c5b_c.jpg,masks/astilbe_2561354959_604b4fa5aa_c.pt,astilbe,[     209.53      122.95      141.66]
flowers/astilbe/2604706964_bf103bfdba_c.jpg,masks/astilbe_25682620_a42997a353_c.pt,astilbe,[     130.38      184.32      150.39]
flowers/astilbe/2604972623_36196c056c_c.jpg,masks/astilbe_2571507366_ec237f1bb0_c.pt,astilbe,[     125.58      188.82      89.471]
flowers/astilbe/2611632710_f2d631549a_c.jpg,masks/astilbe_2573706334_b0a6c5583c_c.pt,astilbe,[     224.69      134.28      138.78]
flowers/astilbe/2611782654_758780596b_c.jpg,masks/astilbe_2573868373_83be150bf7_c.pt,astilbe,[     127.07      159.38      146.95]
flowers/astilbe/2618035128_73b02e8f72_c.jpg,masks/astilbe_2574073605_2d2a4ddb2d_c.pt,astilbe,[     172.76      117.55      110.09]
flowers/astilbe/2621550763_51327242c3_c.jpg,masks/astilbe_2585663845_c17c889c5b_c.pt,astilbe,[     241.46      128.57      134.32]
flowers/astilbe/2626125728_5684b334d5_c.jpg,masks/astilbe_2604706964_bf103bfdba_c.pt,astilbe,[     104.36      182.94      107.54]
flowers/astilbe/2626134836_a09a3a0f19_c.jpg,masks/astilbe_2604972623_36196c056c_c.pt,astilbe,[     234.63      125.18      135.66]
flowers/astilbe/26292510322_42659124e6_c.jpg,masks/astilbe_2611632710_f2d631549a_c.pt,astilbe,[     93.661      157.37      124.24]
flowers/astilbe/26294417885_9f48ab88b9_c.jpg,masks/astilbe_2618035128_73b02e8f72_c.pt,astilbe,[     60.272      140.52      147.32]
flowers/astilbe/2632970630_1e70b8bd57_c.jpg,masks/astilbe_2621550763_51327242c3_c.pt,astilbe,[     158.04      146.96      137.05]
flowers/astilbe/2634713815_cd2769ac14_c.jpg,masks/astilbe_2626125728_5684b334d5_c.pt,astilbe,[     218.09      137.87      127.05]
flowers/astilbe/2636562053_323bb0fbe2_c.jpg,masks/astilbe_2626134836_a09a3a0f19_c.pt,astilbe,[     91.728      166.09      144.05]
flowers/astilbe/2636665681_0cbc7f724e_c.jpg,masks/astilbe_26292510322_42659124e6_c.pt,astilbe,[     178.49      152.82      129.41]
flowers/astilbe/2637453089_b6cfe9e54f_c.jpg,masks/astilbe_2629356513_90e0e87839_c.pt,astilbe,[     102.79      191.62      160.82]
flowers/astilbe/2639659366_5f97692552_c.jpg,masks/astilbe_26294417885_9f48ab88b9_c.pt,astilbe,[     113.29      193.06      147.15]
flowers/astilbe/2641773689_4e809d3a67_c.jpg,masks/astilbe_2632970630_1e70b8bd57_c.pt,astilbe,[     126.68      148.41      133.45]
flowers/astilbe/2643641566_44ab0d6e69_c.jpg,masks/astilbe_2636562053_323bb0fbe2_c.pt,astilbe,[     152.39      128.05       131.6]
flowers/astilbe/2652780095_4673bc50d9_c.jpg,masks/astilbe_2636665681_0cbc7f724e_c.pt,astilbe,[     144.96      156.93      107.96]
flowers/astilbe/2653167851_db89709b5c_c.jpg,masks/astilbe_2637453089_b6cfe9e54f_c.pt,astilbe,[     70.594      172.22      152.68]
flowers/astilbe/2653603116_d4f8c01d2d_c.jpg,masks/astilbe_2639659366_5f97692552_c.pt,astilbe,[     206.15      129.78      129.69]
flowers/astilbe/2653603308_1cd88fbc5a_c.jpg,masks/astilbe_2641773689_4e809d3a67_c.pt,astilbe,[     203.93      126.91      134.75]
flowers/astilbe/2654322076_2a3672510c_c.jpg,masks/astilbe_2642812497_75d4fb495d_c.pt,astilbe,[     222.75      128.05      130.21]
flowers/astilbe/2657414799_e677965acb_c.jpg,masks/astilbe_2643641566_44ab0d6e69_c.pt,astilbe,[     47.003      160.65      117.05]
flowers/astilbe/2658089953_6b3fb4d603_c.jpg,masks/astilbe_2652780095_4673bc50d9_c.pt,astilbe,[     207.67      133.37      144.06]
flowers/astilbe/2660846924_0e525c2280_c.jpg,masks/astilbe_2653167851_db89709b5c_c.pt,astilbe,[     22.121      150.74      139.63]
flowers/astilbe/2660849768_860873991e_c.jpg,masks/astilbe_2653603116_d4f8c01d2d_c.pt,astilbe,[     66.392      173.15       159.5]
flowers/astilbe/2674376840_bef24f6770_c.jpg,masks/astilbe_2653603308_1cd88fbc5a_c.pt,astilbe,[     82.634      163.31      115.65]
flowers/astilbe/26752574363_67ec9c9b18_c.jpg,masks/astilbe_2654322076_2a3672510c_c.pt,astilbe,[      116.1      139.71      129.62]
flowers/astilbe/2694005956_ee9c35f930_c.jpg,masks/astilbe_2660846924_0e525c2280_c.pt,astilbe,[     145.77      172.65      151.87]
flowers/astilbe/2694471212_c996ef6beb_c.jpg,masks/astilbe_2660849768_860873991e_c.pt,astilbe,[     178.41      158.36      109.65]
flowers/astilbe/2698315113_16708d6a5b_c.jpg,masks/astilbe_2674376840_bef24f6770_c.pt,astilbe,[     116.54      169.94      131.74]
flowers/astilbe/2702350884_5550de9287_c.jpg,masks/astilbe_26752574363_67ec9c9b18_c.pt,astilbe,[     145.61      186.56      94.327]
flowers/astilbe/2702361902_9f0e53d501_c.jpg,masks/astilbe_2685032517_5c549425dd_c.pt,astilbe,[     142.79      186.98      94.687]
flowers/astilbe/2705952453_29fe56d443_c.jpg,masks/astilbe_26922602863_d7a5487445_c.pt,astilbe,[     62.789      150.95      140.25]
flowers/astilbe/2705953689_c104782bf3_c.jpg,masks/astilbe_2694005956_ee9c35f930_c.pt,astilbe,[     107.65       154.6      136.74]
flowers/astilbe/2706760440_da50e42ac8_c.jpg,masks/astilbe_2698315113_16708d6a5b_c.pt,astilbe,[     44.649      145.84      139.19]
flowers/astilbe/2706772944_438591fb72_c.jpg,masks/astilbe_2702350884_5550de9287_c.pt,astilbe,[     115.89      154.05      135.93]
flowers/astilbe/2706781078_f7669c3684_c.jpg,masks/astilbe_2702361902_9f0e53d501_c.pt,astilbe,[     117.09         153      137.66]
flowers/astilbe/2709461048_e809258fe1_c.jpg,masks/astilbe_2705952453_29fe56d443_c.pt,astilbe,[     104.52      159.39      117.26]
flowers/astilbe/27161543833_06602e6d62_c.jpg,masks/astilbe_2705953689_c104782bf3_c.pt,astilbe,[     82.468      160.44      132.58]
flowers/astilbe/27190279274_9cc993a553_c.jpg,masks/astilbe_2706238810_ca29c4baea_c.pt,astilbe,[     196.33      133.38      135.89]
flowers/astilbe/2721010466_66bf340d63_c.jpg,masks/astilbe_2706760440_da50e42ac8_c.pt,astilbe,[     57.279      168.02      151.59]
flowers/astilbe/27286065120_239d2f13b6_c.jpg,masks/astilbe_2706772944_438591fb72_c.pt,astilbe,[     229.86      128.95      137.43]
flowers/astilbe/27304951221_7eda98cc9f_c.jpg,masks/astilbe_2706781078_f7669c3684_c.pt,astilbe,[     71.806      155.76      145.83]
flowers/astilbe/2734395862_ab38c511fd_c.jpg,masks/astilbe_2709461048_e809258fe1_c.pt,astilbe,[     199.14       136.6      142.81]
flowers/astilbe/27498500610_fa5a1a515d_c.jpg,masks/astilbe_27161543833_06602e6d62_c.pt,astilbe,[     162.47      147.91      115.42]
flowers/astilbe/27610243492_02f4a41f2b_c.jpg,masks/astilbe_27190279274_9cc993a553_c.pt,astilbe,[     111.72      155.94         143]
